,listed_in(type),rest_type,total address,book_table,online_order,rate,approx_cost(for two people)
42647,Desserts,"Casual Dining, Cafe","15, Convent Road, Off Residency Road, Residency Road, Bangalore, Residency Road, MG Road",Yes,Yes,4.2 /5,800
42648,Desserts,"Microbrewery, Casual Dining","The Chancery Pavilion, 135, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.3 /5,"2,000"
42649,Desserts,"Bakery, Cafe","24/1, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,Yes,4.4 /5,600
42650,Desserts,"Quick Bites, Dessert Parlor","Mota Royal Arcade, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.0 /5,550
42651,Desserts,Dessert Parlor,"44/1, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.4 /5,400
42652,Desserts,Dessert Parlor,"ITC Gardenia, 1, Ashok Nagar, Residency Road, Bangalore, Richmond Road, MG Road",No,No,4.5 /5,"1,250"
42653,Desserts,"Bakery, Cafe","JW Marriott Bengaluru, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,4.3 /5,"1,400"
42655,Desserts,Quick Bites,"174/1-14, Near Bata Showroom, Commercial Street, Bangalore, Commercial Street, MG Road",No,No,3.4 /5,300
42656,Desserts,Dessert Parlor,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.1 /5,300
42657,Desserts,Cafe,"Le Parc Richmonde Building, Shantala nagar, Richmond Road, Bangalore, Richmond Road, MG Road",No,Yes,4.1 /5,700
42658,Desserts,Dessert Parlor,"50/1, Church Street, Near SBI, Bengaluru, Church Street, MG Road",No,No,4.3 /5,500
42659,Desserts,Quick Bites,"42 Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,Yes,4.4 /5,300
42660,Desserts,Dessert Parlor,"4, Madras Bank Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,4.5 /5,400
42662,Desserts,Casual Dining,"Hyatt Centric MG Road Banaglore, 1/1, Swami Vivekananda Road, Ulsoo, Ulsoor, MG Road",Yes,No,4.1 /5,"2,000"
42663,Desserts,Casual Dining,"38, Castle Street, Ashoknagar, Richmond Road, Bangalore, Richmond Road, MG Road",Yes,Yes,4.1 /5,"1,000"
42664,Desserts,Dessert Parlor,"35/1, Sunnyvale Meance Avenue, Near Ulsoor Lake and Lake Side Hospital, Ulsoor, Bangalore, Ulsoor, MG Road",No,No,4.0 /5,400
42665,Desserts,Food Court,"Kiosk 5, Third Floor, Food Court, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.5 /5,450
42667,Desserts,"Bakery, Quick Bites","1, Wellington Street, Richmond Road, Bangalore, Richmond Road, MG Road",No,No,3.6 /5,300
42668,Desserts,"Quick Bites, Beverage Shop","Opposite Jama Masjid, Jama Masjid Road, Commercial Street, Bangalore, Commercial Street, MG Road",No,Yes,4.1 /5,350
42669,Desserts,Dessert Parlor,"Shop 3 & 14, Shanthala Nagar, Ashok Nagar, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,Yes,4.2 /5,400
42670,Desserts,"Bakery, Dessert Parlor","2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,Yes,4.2 /5,300
42671,Desserts,Quick Bites,"8, Commercial Street, Bangalore, Commercial Street, MG Road",No,No,4.0 /5,400
42672,Desserts,"Dessert Parlor, Quick Bites","G1 Smart Avenue, 28, Residency Road, Bangalore, Residency Road, MG Road",No,Yes,3.9 /5,400
42674,Desserts,"Quick Bites, Bakery","1-A, Albert Street, Brigade Tower, Brigade Road, MG Road",No,Yes,3.9 /5,250
42675,Desserts,Food Court,"Food Court, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,3.9 /5,450
42678,Desserts,"Beverage Shop, Dessert Parlor","24,Amphitheatre, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,3.9 /5,400
42680,Desserts,Sweet Shop,"27, Dickenson Road, Commercial Street, Bangalore, Commercial Street, MG Road",No,Yes,3.8 /5,300
42682,Desserts,Dessert Parlor,"17/3, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.0 /5,150
42688,Desserts,Dessert Parlor,"44, Near K C Das, Off Brigade Road, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.0 /5,250
42690,Desserts,Quick Bites,"114, 5th Cross, Cambridge Layout, Ulsoor, Bangalore, Ulsoor, MG Road",No,No,3.9 /5,200
42691,Desserts,Dessert Parlor,"No 6, Wood Street (Off Brigade Road), Ashok Nagar, Bangalore, Brigade Road, MG Road",No,Yes,4.2 /5,180
42693,Desserts,"Sweet Shop, Quick Bites","157, St. Patricks Complex, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,3.9 /5,400
42694,Desserts,"Dessert Parlor, Beverage Shop","164, Chik Bazaar Road, Opposite Bus Stand, Shivajinagar, Bangalore, Shivajinagar, MG Road",No,Yes,3.9 /5,150
42699,Desserts,"Bakery, Quick Bites","1, Old Number 12, Ulsoor Road, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,2.9 /5,400
42703,Desserts,Dessert Parlor,"20, Ground Floor, 15/16, House Of Lords, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,No,4.2 /5,200
42705,Desserts,Dessert Parlor,"Ground Floor, Adarsh Opus, Campbell Road, Austin town, Richmond Road, Bangalore, Richmond Road, MG Road",No,Yes,4.0 /5,300
42739,Desserts,Dessert Parlor,"121, Civil Station, Wood Street Junction, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.0 /5,300
42740,Desserts,Delivery,"A-14, Basement, 132/5, Drvatha Plaza, Residency Road, Bangalore, Residency Road, MG Road",No,Yes,4.0 /5,500
42742,Desserts,Dessert Parlor,"Shop GF-02, Ground Floor, Smart Avenue, 28, Residency Road, Bangalore, Residency Road, MG Road",No,Yes,3.7 /5,350
42743,Desserts,Dessert Parlor,"The Ritz-Carlton, 99, Residency Road, Bangalore, Residency Road, MG Road",No,No,3.9 /5,600
42745,Desserts,Casual Dining,"4, KH Road, Double Road, Shanti Nagar, Bangalore, Shanti Nagar, MG Road",Yes,Yes,4.2 /5,800
42746,Desserts,"Bakery, Quick Bites","Wheelers Road, Cleveland Town, Frazer Town, Bangalore, Frazer Town, MG Road",No,No,4.1 /5,200
42747,Desserts,"Cafe, Dessert Parlor","The Hatworks Boulevard, 32, Cunningham Road, Bangalore, Vasanth Nagar, MG Road",No,No,4.0 /5,"1,100"
42748,Desserts,"Cafe, Dessert Parlor","18/3, Ali Askar Road, Near Kingfisher Airlines Office, Cunningham Road, Bangalore, Cunningham Road, MG Road",No,Yes,4.3 /5,750
42749,Desserts,Bakery,"346, 9th Main, 14th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,4.1 /5,500
42768,Dine-out,Fine Dining,"28, Centenary Building, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,3.9 /5,"2,100"
42769,Dine-out,Casual Dining,"84, 13th Floor, Barton Center, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,4.5 /5,"1,800"
42770,Dine-out,Casual Dining,"Barton Center, 84, 13th Floor, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,4.3 /5,"1,500"
42771,Dine-out,Fine Dining,"1 MG Mall, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.6 /5,"2,800"
42772,Dine-out,Casual Dining,"5th Floor, 1 MG Mall, Opposite Vivanta by Taj, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,3.9 /5,"2,100"
42773,Dine-out,Fine Dining,"The Oberoi, 37-39, MG Road, Bangalore, MG Road, MG Road",No,No,4.6 /5,"3,000"
42774,Dine-out,Cafe,"52, Brigade Road, Haridevpur, Shanthala Nagar, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,4.2 /5,"1,200"
42775,Dine-out,Casual Dining,"1, Brunton Road, 1st Cross, Ashok Nagar, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,4.3 /5,"1,500"
42776,Dine-out,Casual Dining,"18, Ramashree Arcade, MG Road, Bangalore, MG Road, MG Road",No,Yes,NEW,800
42777,Dine-out,"Sweet Shop, Quick Bites","38, MG Road Area, MG Road, Bangalore, MG Road, MG Road",No,Yes,3.9 /5,200
42778,Dine-out,"Pub, Casual Dining","2nd Floor, 1 MG Mall, Trinity Circle, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.2 /5,"1,000"
42779,Dine-out,Fine Dining,"The Oberoi, 37-39, MG Road, Bangalore, MG Road, MG Road",No,No,4.3 /5,"3,000"
42780,Dine-out,Casual Dining,"52, 3rd Floor, Above Pantaloons, MG Road, Bangalore, MG Road, MG Road",Yes,No,3.9 /5,"1,500"
42781,Dine-out,"Casual Dining, Cafe","Vivanta By Taj, 41/3, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.1 /5,"2,500"
42782,Dine-out,Fine Dining,"5th Floor, Bangalore Central Mall, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.4 /5,"2,000"
42783,Dine-out,"Casual Dining, Pub","2nd &3rd Floor, 1 MG Mall, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.2 /5,"1,500"
42784,Dine-out,Casual Dining,"36, Public Utility Building, 1st Floor, MG Road, Bangalore, MG Road, MG Road",No,No,4.1 /5,600
42785,Dine-out,"Bar, Casual Dining","Royal Orchid Central, Level 10,Manipal Centre, Cubbon Road, Off MG Road,Bangalore, MG Road, MG Road",Yes,Yes,4.4 /5,"2,000"
42786,Dine-out,Fine Dining,"Vivanta By Taj, 41/3, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.3 /5,"3,000"
42787,Dine-out,Casual Dining,"Level 4, Trinity Circle, MG Road, Bangalore, MG Road, MG Road",No,Yes,4.0 /5,"1,000"
42788,Dine-out,Club,"Vivanta By Taj, 41/3, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.1 /5,"2,800"
42789,Dine-out,Lounge,"The Park Bangalore, 14/7, MG Road, Bangalore, MG Road, MG Road",No,No,3.8 /5,"3,000"
42790,Dine-out,"Casual Dining, Bar","Level 5, 1 MG Road Mall, Trinity Circle, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.1 /5,"1,800"
42791,Dine-out,"Cafe, Bakery","6/2, Primrose Road, MG Road, Bangalore, MG Road, MG Road",No,Yes,4.1 /5,500
42792,Dine-out,Casual Dining,"Royal Orchid Central, 47/1, Dickenson Road, Off MG Road, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,3.8 /5,"1,600"
42793,Dine-out,Fine Dining,"The Park Bangalore, 14/7, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.1 /5,"3,000"
42794,Dine-out,"Lounge, Bar","The Park Bangalore, 14/7, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.0 /5,"3,000"
42795,Dine-out,Fine Dining,"The Oberoi, 37-39, MG Road, Bangalore, MG Road, MG Road",No,No,4.1 /5,"3,000"
42796,Dine-out,Fine Dining,"The Oberoi, 37-39, MG Road, Bangalore, MG Road, MG Road",No,No,4.1 /5,"2,500"
42797,Dine-out,Cafe,"65, Blue Moon Complex, Opposite MG Road Metro Station, MG Road, Bangalore, MG Road, MG Road",Yes,No,3.9 /5,800
42798,Dine-out,Casual Dining,"2nd Floor, Public Utility Building, MG Road, Bangalore, MG Road, MG Road",No,No,3.0 /5,800
42801,Dine-out,"Casual Dining, Bar","103, MG Road, Bangalore, MG Road, MG Road",Yes,No,4.2 /5,"1,500"
42802,Dine-out,Casual Dining,"Shop 18, Ramanashree Arcade, MG Road, Bangalore, MG Road, MG Road",No,Yes,3.6 /5,750
42805,Dine-out,Quick Bites,"Plot 8, Ashley Park Road, Town house, Off MG Road, Bangalore, MG Road, MG Road",No,No,3.4 /5,350
42807,Dine-out,Cafe,"1st Floor, 1 MG Road Mall, Trinity Circle, Opposite Taj Vivanta, MG Road, Bangalore, MG Road, MG Road",No,Yes,3.8 /5,700
42808,Dine-out,Fine Dining,"The Park Bangalore, 14/7, MG Road, Bangalore, Karnataka, MG Road, MG Road",No,No,3.8 /5,"2,500"
42809,Dine-out,Fine Dining,"4/1, Brunton Road, MG Road, Bangalore, MG Road, MG Road",No,No,3.7 /5,"2,500"
42810,Dine-out,Casual Dining,"1 MG Road Mall, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,2.2 /5,"1,000"
42812,Dine-out,Quick Bites,"Church Street, Shanthala Nagar, Ashok Nagar, MG Road, Bangalore, MG Road, MG Road",No,Yes,4.4 /5,700
42813,Dine-out,"Dessert Parlor, Cafe","89, Kannan Building, MG Road, Bangalore, MG Road, MG Road",No,No,4.0 /5,450
42815,Dine-out,Quick Bites,"2, St. Patrick's Shopping Arcade, MG Road, Bangalore, MG Road, MG Road",No,No,2.7 /5,500
42816,Dine-out,Quick Bites,"Trinity Metro Station, Namma Metro, MG Road, Bangalore, MG Road, MG Road",No,Yes,3.9 /5,400
42818,Dine-out,Quick Bites,"10, M/S India Garage, Kasturba Road, MG Road, Bangalore, MG Road, MG Road",No,Yes,3.9 /5,500
42820,Dine-out,Quick Bites,"22-A, MG Road, Bangalore, MG Road, MG Road",No,No,3.9 /5,200
42828,Dine-out,Quick Bites,"105, Dickenson Road, Commercial Street Area, Commercial Street, Bangalore, MG Road, MG Road",No,No,3.8 /5,250
42831,Dine-out,Casual Dining,"16, Wood Street, Ashok Nagar, Richmond Road, Bangalore, Richmond Road, MG Road",Yes,No,4.5 /5,"1,800"
42832,Dine-out,Casual Dining,"HM Eleganza, 31, Museum Road, Off MG Road, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.2 /5,"1,500"
42833,Dine-out,Lounge,"Uber Level, 16th Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.2 /5,"2,500"
42834,Dine-out,Fine Dining,"909 SKAV, 21st floor, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.4 /5,"3,000"
42835,Dine-out,Fine Dining,"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.4 /5,"2,200"
42836,Dine-out,"Fine Dining, Lounge","2nd Floor, UB City Mall, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.4 /5,"3,000"
42837,Dine-out,Casual Dining,"44/1, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.3 /5,800
42838,Dine-out,Casual Dining,"7/1, Victoria Road, Richmond Town Area, Richmond Town, Bangalore, Richmond Road, MG Road",No,No,4.3 /5,700
42839,Dine-out,"Casual Dining, Bar","16/3, Commissariat Road, Brigade Road, Bangalore, Brigade Road, MG Road",No,No,4.5 /5,"1,500"
42840,Dine-out,Club,"8, 2nd Floor, Allied Grande Plaza, Diagonally Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore, Brigade Road, MG Road",Yes,Yes,4.1 /5,"2,000"
42841,Dine-out,Fine Dining,"Gateway Hotel, 66, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.5 /5,"3,500"
42842,Dine-out,"Casual Dining, Bar","4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.5 /5,"1,700"
42843,Dine-out,"Microbrewery, Lounge","10th Level Prestige Towers, 99/100, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.3 /5,"1,700"
42844,Dine-out,Lounge,"46/1, Cobalt Building, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.3 /5,"1,500"
42845,Dine-out,"Casual Dining, Bar","203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.4 /5,"1,200"
42846,Dine-out,"Casual Dining, Irani Cafee","25/4, Opposite Harley Davidson Showroom, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.4 /5,"1,300"
42847,Dine-out,Casual Dining,"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore, Richmond Road, MG Road",Yes,No,4.6 /5,"1,500"
42848,Dine-out,"Pub, Casual Dining","Near LIC Building, Off MG Road, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,No,4.2 /5,"1,300"
42849,Dine-out,Fine Dining,"Conrad Bengaluru, Kensington Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,No,4.3 /5,"2,800"
42850,Dine-out,"Casual Dining, Bar","50, Opposite Loom, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.1 /5,"2,100"
42851,Dine-out,Casual Dining,"39, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,No,3.8 /5,700
42852,Dine-out,"Pub, Microbrewery","20/2, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.3 /5,"1,700"
42853,Dine-out,Casual Dining,"52/ 53, Ground Floor, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,Yes,4.6 /5,"1,600"
42854,Dine-out,Casual Dining,"30, Off MG Road, Opposite State Bank of India, Church Street, Bangalore, Church Street, MG Road",Yes,No,4.2 /5,"1,000"
42855,Dine-out,"Fine Dining, Microbrewery","JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.3 /5,"3,000"
42856,Dine-out,"Casual Dining, Cafe","15, Convent Road, Off Residency Road, Residency Road, Bangalore, Residency Road, MG Road",Yes,Yes,4.2 /5,800
42857,Dine-out,"Microbrewery, Casual Dining","The Chancery Pavilion, 135, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.3 /5,"2,000"
42858,Dine-out,Lounge,"204, UB City, Vittal Mallya Road, Near Lavelle Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,4.3 /5,"1,500"
42859,Dine-out,Casual Dining,"13, Museum Road, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.2 /5,"1,000"
42860,Dine-out,"Bar, Casual Dining","3rd Floor, 15, Madras Bank Road/ Museum Road, Above NEXA Showroom, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.4 /5,"1,900"
42861,Dine-out,"Casual Dining, Bar","First Floor, 14, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.5 /5,"1,700"
42862,Dine-out,Casual Dining,"131, 4th Floor, Devatha Plaza, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.3 /5,"2,000"
42863,Dine-out,Casual Dining,"20, C/O Pauls Castle, Castle Street, Ashok Nagar, Brigade Road, MG Road",Yes,No,4.4 /5,"1,100"
42864,Dine-out,Fine Dining,"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.6 /5,"2,200"
42865,Dine-out,Casual Dining,"Level 2, The Collection, UB City, Vithal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.3 /5,"1,400"
42866,Dine-out,Casual Dining,"2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.4 /5,"1,500"
42867,Dine-out,Casual Dining,"57/1, 1st Floor, Jayalaxmi Chambers, Next to Old Galaxy Theatre, Residency Road, Bangalore, Residency Road, MG Road",No,Yes,4.3 /5,600
42868,Dine-out,Cafe,"22, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,No,4.5 /5,900
42869,Dine-out,"Bar, Casual Dining","65, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.4 /5,"1,200"
42870,Dine-out,Fine Dining,"Conrad Bengaluru, Kensington Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,No,4.2 /5,"2,500"
42871,Dine-out,Casual Dining,"1/4, Ground Floor, Lido Mall, Swami Vivekananda Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,No,4.4 /5,"1,600"
42872,Dine-out,Casual Dining,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore, Residency Road, MG Road",Yes,Yes,4.1 /5,"1,400"
42873,Dine-out,Lounge,"14, 3rd Floor, Church Street, Bangalore, Church Street, MG Road",No,No,4.3 /5,"1,300"
42874,Dine-out,"Casual Dining, Microbrewery","Level 2, Concorde Block, UB City, Vittal Malya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,4.3 /5,"1,500"
42875,Dine-out,"Casual Dining, Bar","Hotel Southern Star, 40/2, Roof Top, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.4 /5,"1,000"
42876,Dine-out,Cafe,"2, Church Street, Bangalore, Church Street, MG Road",No,No,4.4 /5,600
42877,Dine-out,Fine Dining,"ITC Gardenia, 1, Residency Road, Bangalore, Richmond Road, MG Road",Yes,No,4.3 /5,"2,500"
42878,Dine-out,Fine Dining,"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.4 /5,"4,000"
42879,Dine-out,Casual Dining,"43/44, Chandraprabha Complex, Off Residency Road, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.3 /5,550
42880,Dine-out,Casual Dining,"35, Castle Street, Off Brigade Road, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.4 /5,750
42881,Dine-out,Pub,"Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,No,4.2 /5,"1,300"
42882,Dine-out,Pub,"5th Floor, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore, Brigade Road, MG Road",Yes,No,4.2 /5,"1,500"
42883,Dine-out,Lounge,"The Ritz-Carlton, 99, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.2 /5,"3,000"
42884,Dine-out,Casual Dining,"50, Field Marshal Cariappa Road, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.1 /5,500
42885,Dine-out,"Casual Dining, Bar","40/2, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.2 /5,"1,000"
42886,Dine-out,"Bar, Casual Dining","2nd Floor, 17/22, Vasavi Complex, St. Marks Road, Bangalore, St. Marks Road, MG Road",Yes,No,4.3 /5,"1,200"
42887,Dine-out,Casual Dining,"2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.2 /5,"1,500"
42888,Dine-out,"Casual Dining, Bar","9, 4th Floor, Halcyon Complex, St. Marks Road, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.2 /5,"1,400"
42889,Dine-out,Casual Dining,"204, 2nd Level, 4th Floor, Comet Block, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,4.3 /5,"1,500"
42890,Dine-out,Pub,"29, Church Street, Bangalore, Church Street, MG Road",No,No,4.2 /5,"1,100"
42891,Dine-out,Casual Dining,"36/1, Ground Floor, Haudin Road, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,3.9 /5,600
42892,Dine-out,"Casual Dining, Bar","40/2, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.3 /5,"1,300"
42893,Dine-out,"Casual Dining, Bar","1st Floor, 8/6 Kensington Point, Ulsoor Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,Yes,4.2 /5,"1,000"
42894,Dine-out,Casual Dining,"12/1, Ulsoor Road, Sivanchetti Gardens, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,4.0 /5,"1,300"
42895,Dine-out,Cafe,"46, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.2 /5,650
42896,Dine-out,Casual Dining,"48/1, 1st Floor, St. Marks Road, Church Street, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.4 /5,850
42897,Dine-out,Cafe,"42, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.3 /5,750
42898,Dine-out,Casual Dining,"Lemon Tree Premier, 2/1, St. Johns Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,No,4.5 /5,"1,800"
42899,Dine-out,"Casual Dining, Bar","22, Amoeba Complex, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.0 /5,"1,000"
42900,Dine-out,"Pub, Casual Dining","18/1, Cambridge Road, Cambridge Layout, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,NEW,"1,500"
42901,Dine-out,Casual Dining,"Shantala nagar, Ashok Nagar, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.0 /5,"1,500"
42902,Dine-out,Cafe,"29, Ulsoor Road, Opposite Salarpuria Windsor, Ulsoor, Bangalore, Ulsoor, MG Road",No,No,4.3 /5,750
42903,Dine-out,Casual Dining,"1/5, Muniswamy Garden, Richmond Road, Bangalore, Richmond Road, MG Road",Yes,Yes,4.4 /5,"1,000"
